stop_id,stop_name,stop_lon,stop_lat
5163,Kreuzstraße,11.759014,47.916492
13888,Baierbrunn,11.480027,48.01874
11594,Hallbergmoos,11.714378000000002,48.309304
8148,Ismaning,11.679502333333332,48.226067666666665
3167,Unterföhring,11.646872333333334,48.19027033333333
3107,Johanneskirchen,11.647086666666667,48.16878166666667
7966,Englschalking,11.648315,48.157043
3681,Daglfing,11.649285333333333,48.149833666666666
8416,Neuaubing,11.42348,48.143567000000004
6256,Freiham,11.410419000000001,48.140052999999995
2269,Harthaus,11.3879655,48.133557499999995
5097,Germering-Unterpfaffenhofen,11.363868499999999,48.1289745
3260,Geisenbrunn,11.324477,48.109241
1448,Gilching-Argelsried,11.300017000000002,48.10589099999999
7294,Neugilching,11.2889485,48.099139
3690,Weßling,11.251534,48.07734133333333
14065,Steinebach,11.206699,48.061054
12951,Seefeld-Hechendorf,11.198631666666666,48.041332000000004
4187,Herrsching,11.170566333333333,47.998731
