run,type,module,name,attrname,attrvalue,value,count,sumweights,mean,stddev,min,max,underflows,overflows,binedges,binvalues
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.client[2].ipv4.arp,arpRequestSent:sum(packetBytes),source,arpRequestSent,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.client[2].ipv4.arp,arpRequestSent:sum(packetBytes),title,"ARP request sent, sum(packetBytes)",,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,scalar,MuenchenNetwork.client[2].udp,packetReceived:count,,,0,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.client[2].udp,packetReceived:count,interpolationmode,none,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.client[2].udp,packetReceived:count,recordingmode,count,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.client[2].udp,packetReceived:count,source,packetReceived,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.client[2].udp,packetReceived:count,title,"packets received, count",,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,scalar,MuenchenNetwork.client[2].udp,packetReceived:sum(packetBytes),,,0,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.client[2].udp,packetReceived:sum(packetBytes),interpolationmode,none,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.client[2].udp,packetReceived:sum(packetBytes),recordingmode,sum(packetBytes),,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.client[2].udp,packetReceived:sum(packetBytes),source,packetReceived,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.client[2].udp,packetReceived:sum(packetBytes),title,"packets received, sum(packetBytes)",,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,scalar,MuenchenNetwork.client[2].udp,packetSent:count,,,0,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.client[2].udp,packetSent:count,interpolationmode,none,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.client[2].udp,packetSent:count,recordingmode,count,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.client[2].udp,packetSent:count,source,packetSent,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.client[2].udp,packetSent:count,title,"packets sent, count",,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,scalar,MuenchenNetwork.client[2].udp,packetSent:sum(packetBytes),,,0,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.client[2].udp,packetSent:sum(packetBytes),interpolationmode,none,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.client[2].udp,packetSent:sum(packetBytes),recordingmode,sum(packetBytes),,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.client[2].udp,packetSent:sum(packetBytes),source,packetSent,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.client[2].udp,packetSent:sum(packetBytes),title,"packets sent, sum(packetBytes)",,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,scalar,MuenchenNetwork.client[2].udp,passedUpPk:count,,,0,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.client[2].udp,passedUpPk:count,interpolationmode,none,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.client[2].udp,passedUpPk:count,recordingmode,count,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.client[2].udp,passedUpPk:count,source,packetSentToUpper,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.client[2].udp,passedUpPk:count,title,"packets passed up, count",,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,scalar,MuenchenNetwork.client[2].udp,droppedPkWrongPort:count,,,0,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.client[2].udp,droppedPkWrongPort:count,interpolationmode,none,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.client[2].udp,droppedPkWrongPort:count,recordingmode,count,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.client[2].udp,droppedPkWrongPort:count,source,packetDropReasonIsNoPortFound(packetDropped),,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.client[2].udp,droppedPkWrongPort:count,title,"packets dropped (wrong port), count",,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,scalar,MuenchenNetwork.client[2].udp,droppedPkBadChecksum:count,,,0,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.client[2].udp,droppedPkBadChecksum:count,interpolationmode,none,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.client[2].udp,droppedPkBadChecksum:count,recordingmode,count,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.client[2].udp,droppedPkBadChecksum:count,source,packetDropReasonIsIncorrectlyReceived(packetDropped),,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.client[2].udp,droppedPkBadChecksum:count,title,"packets dropped (checksum error), count",,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,scalar,MuenchenNetwork.client[2].app[0],packetReceived:count,,,594,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.client[2].app[0],packetReceived:count,interpolationmode,none,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.client[2].app[0],packetReceived:count,recordingmode,count,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.client[2].app[0],packetReceived:count,source,packetReceived,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.client[2].app[0],packetReceived:count,title,"packets received, count",,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,scalar,MuenchenNetwork.client[2].app[0],packetReceived:sum(packetBytes),,,594,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.client[2].app[0],packetReceived:sum(packetBytes),interpolationmode,none,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.client[2].app[0],packetReceived:sum(packetBytes),recordingmode,sum(packetBytes),,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.client[2].app[0],packetReceived:sum(packetBytes),source,packetReceived,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.client[2].app[0],packetReceived:sum(packetBytes),title,"packets received, sum(packetBytes)",,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,scalar,MuenchenNetwork.client[2].app[0],packetSent:count,,,595,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.client[2].app[0],packetSent:count,interpolationmode,none,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.client[2].app[0],packetSent:count,recordingmode,count,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.client[2].app[0],packetSent:count,source,packetSent,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.client[2].app[0],packetSent:count,title,"packets sent, count",,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,scalar,MuenchenNetwork.client[2].app[0],packetSent:sum(packetBytes),,,595,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.client[2].app[0],packetSent:sum(packetBytes),interpolationmode,none,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.client[2].app[0],packetSent:sum(packetBytes),recordingmode,sum(packetBytes),,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.client[2].app[0],packetSent:sum(packetBytes),source,packetSent,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.client[2].app[0],packetSent:sum(packetBytes),title,"packets sent, sum(packetBytes)",,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,scalar,MuenchenNetwork.client[2].app[0],numActiveSessions:max,,,1,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.client[2].app[0],numActiveSessions:max,autoWarmupFilter,false,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.client[2].app[0],numActiveSessions:max,interpolationmode,sample-hold,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.client[2].app[0],numActiveSessions:max,recordingmode,max,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.client[2].app[0],numActiveSessions:max,source,warmup(sum(connect)),,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.client[2].app[0],numActiveSessions:max,title,"number of active sessions, max",,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,scalar,MuenchenNetwork.client[2].app[0],numActiveSessions:timeavg,,,0.83422701306287,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.client[2].app[0],numActiveSessions:timeavg,autoWarmupFilter,false,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.client[2].app[0],numActiveSessions:timeavg,interpolationmode,sample-hold,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.client[2].app[0],numActiveSessions:timeavg,recordingmode,timeavg,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.client[2].app[0],numActiveSessions:timeavg,source,warmup(sum(connect)),,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.client[2].app[0],numActiveSessions:timeavg,title,"number of active sessions, timeavg",,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,scalar,MuenchenNetwork.client[2].app[0],numSessions:last,,,31,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.client[2].app[0],numSessions:last,recordingmode,last,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.client[2].app[0],numSessions:last,source,sum(connect+1)/2,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.client[2].app[0],numSessions:last,title,"total number of sessions, last",,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,scalar,MuenchenNetwork.train[0].ethernet,pauseSent:count,,,0,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.train[0].ethernet,pauseSent:count,recordingmode,count,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.train[0].ethernet,pauseSent:count,title,"pause sent, count",,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,scalar,MuenchenNetwork.train[0].ethernet,pauseSent:sum,,,0,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.train[0].ethernet,pauseSent:sum,recordingmode,sum,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.train[0].ethernet,pauseSent:sum,title,"pause sent, sum",,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,scalar,MuenchenNetwork.train[0].ethernet,decapPk:count,,,14,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.train[0].ethernet,decapPk:count,interpolationmode,none,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.train[0].ethernet,decapPk:count,recordingmode,count,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.train[0].ethernet,decapPk:count,source,decapPk,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.train[0].ethernet,decapPk:count,title,"packets decapsulated, count",,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,scalar,MuenchenNetwork.train[0].ethernet,decapPk:sum(packetBytes),,,644,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.train[0].ethernet,decapPk:sum(packetBytes),interpolationmode,none,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.train[0].ethernet,decapPk:sum(packetBytes),recordingmode,sum(packetBytes),,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.train[0].ethernet,decapPk:sum(packetBytes),source,decapPk,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.train[0].ethernet,decapPk:sum(packetBytes),title,"packets decapsulated, sum(packetBytes)",,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,scalar,MuenchenNetwork.train[0].ethernet,encapPk:count,,,155,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.train[0].ethernet,encapPk:count,interpolationmode,none,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.train[0].ethernet,encapPk:count,recordingmode,count,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.train[0].ethernet,encapPk:count,source,encapPk,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.train[0].ethernet,encapPk:count,title,"packets encapsulated, count",,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,scalar,MuenchenNetwork.train[0].ethernet,encapPk:sum(packetBytes),,,21260,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.train[0].ethernet,encapPk:sum(packetBytes),interpolationmode,none,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.train[0].ethernet,encapPk:sum(packetBytes),recordingmode,sum(packetBytes),,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.train[0].ethernet,encapPk:sum(packetBytes),source,encapPk,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.train[0].ethernet,encapPk:sum(packetBytes),title,"packets encapsulated, sum(packetBytes)",,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,scalar,MuenchenNetwork.train[0].lo[0].lo,rcvdPkFromHl:count,,,0,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.train[0].lo[0].lo,rcvdPkFromHl:count,interpolationmode,none,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.train[0].lo[0].lo,rcvdPkFromHl:count,recordingmode,count,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.train[0].lo[0].lo,rcvdPkFromHl:count,source,packetReceivedFromUpper,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.train[0].lo[0].lo,rcvdPkFromHl:count,title,"packets received from higher layer, count",,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,scalar,MuenchenNetwork.train[0].lo[0].lo,rcvdPkFromHl:sum(packetBytes),,,0,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.train[0].lo[0].lo,rcvdPkFromHl:sum(packetBytes),interpolationmode,none,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.train[0].lo[0].lo,rcvdPkFromHl:sum(packetBytes),recordingmode,sum(packetBytes),,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.train[0].lo[0].lo,rcvdPkFromHl:sum(packetBytes),source,packetReceivedFromUpper,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.train[0].lo[0].lo,rcvdPkFromHl:sum(packetBytes),title,"packets received from higher layer, sum(packetBytes)",,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,scalar,MuenchenNetwork.train[0].lo[0].lo,passedUpPk:count,,,0,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.train[0].lo[0].lo,passedUpPk:count,interpolationmode,none,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.train[0].lo[0].lo,passedUpPk:count,recordingmode,count,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.train[0].lo[0].lo,passedUpPk:count,source,packetSentToUpper,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.train[0].lo[0].lo,passedUpPk:count,title,"packets passed to higher layer, count",,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,scalar,MuenchenNetwork.train[0].lo[0].lo,passedUpPk:sum(packetBytes),,,0,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.train[0].lo[0].lo,passedUpPk:sum(packetBytes),interpolationmode,none,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.train[0].lo[0].lo,passedUpPk:sum(packetBytes),recordingmode,sum(packetBytes),,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.train[0].lo[0].lo,passedUpPk:sum(packetBytes),source,packetSentToUpper,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.train[0].lo[0].lo,passedUpPk:sum(packetBytes),title,"packets passed to higher layer, sum(packetBytes)",,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,scalar,MuenchenNetwork.train[0].lo[0],packetDropInterfaceDown:count,,,0,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.train[0].lo[0],packetDropInterfaceDown:count,interpolationmode,none,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.train[0].lo[0],packetDropInterfaceDown:count,recordingmode,count,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.train[0].lo[0],packetDropInterfaceDown:count,source,packetDropReasonIsInterfaceDown(packetDropped),,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.train[0].lo[0],packetDropInterfaceDown:count,title,"packet drops: interface down, count",,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,scalar,MuenchenNetwork.train[0].lo[0],packetDropInterfaceDown:sum(packetBytes),,,0,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.train[0].lo[0],packetDropInterfaceDown:sum(packetBytes),interpolationmode,none,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.train[0].lo[0],packetDropInterfaceDown:sum(packetBytes),recordingmode,sum(packetBytes),,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.train[0].lo[0],packetDropInterfaceDown:sum(packetBytes),source,packetDropReasonIsInterfaceDown(packetDropped),,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.train[0].lo[0],packetDropInterfaceDown:sum(packetBytes),title,"packet drops: interface down, sum(packetBytes)",,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,scalar,MuenchenNetwork.train[0].lo[0],packetDropNoCarrier:count,,,0,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.train[0].lo[0],packetDropNoCarrier:count,interpolationmode,none,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.train[0].lo[0],packetDropNoCarrier:count,recordingmode,count,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.train[0].lo[0],packetDropNoCarrier:count,source,packetDropReasonIsNoCarrier(packetDropped),,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.train[0].lo[0],packetDropNoCarrier:count,title,"packet drops: no carrier, count",,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,scalar,MuenchenNetwork.train[0].lo[0],packetDropNoCarrier:sum(packetBytes),,,0,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.train[0].lo[0],packetDropNoCarrier:sum(packetBytes),interpolationmode,none,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.train[0].lo[0],packetDropNoCarrier:sum(packetBytes),recordingmode,sum(packetBytes),,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.train[0].lo[0],packetDropNoCarrier:sum(packetBytes),source,packetDropReasonIsNoCarrier(packetDropped),,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.train[0].lo[0],packetDropNoCarrier:sum(packetBytes),title,"packet drops: no carrier, sum(packetBytes)",,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,scalar,MuenchenNetwork.train[0].eth[0].queue,queueLength:last,,,0,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.train[0].eth[0].queue,queueLength:last,autoWarmupFilter,false,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.train[0].eth[0].queue,queueLength:last,interpolationmode,sample-hold,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.train[0].eth[0].queue,queueLength:last,recordingmode,last,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.train[0].eth[0].queue,queueLength:last,source,warmup(atomic(constant0(packetPushEnded) + count(packetPushStarted) - count(packetPulled) - count(packetRemoved) - count(packetDropped))),,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.train[0].eth[0].queue,queueLength:last,title,"queue length, last",,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.train[0].eth[0].queue,queueLength:last,unit,pk,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,scalar,MuenchenNetwork.train[0].eth[0].queue,queueLength:max,,,0,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.train[0].eth[0].queue,queueLength:max,autoWarmupFilter,false,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.train[0].eth[0].queue,queueLength:max,interpolationmode,sample-hold,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.train[0].eth[0].queue,queueLength:max,recordingmode,max,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.train[0].eth[0].queue,queueLength:max,source,warmup(atomic(constant0(packetPushEnded) + count(packetPushStarted) - count(packetPulled) - count(packetRemoved) - count(packetDropped))),,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.train[0].eth[0].queue,queueLength:max,title,"queue length, max",,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.train[0].eth[0].queue,queueLength:max,unit,pk,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,scalar,MuenchenNetwork.train[0].eth[0].queue,queueLength:timeavg,,,0,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.train[0].eth[0].queue,queueLength:timeavg,autoWarmupFilter,false,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.train[0].eth[0].queue,queueLength:timeavg,interpolationmode,sample-hold,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.train[0].eth[0].queue,queueLength:timeavg,recordingmode,timeavg,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.train[0].eth[0].queue,queueLength:timeavg,source,warmup(atomic(constant0(packetPushEnded) + count(packetPushStarted) - count(packetPulled) - count(packetRemoved) - count(packetDropped))),,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.train[0].eth[0].queue,queueLength:timeavg,title,"queue length, timeavg",,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.train[0].eth[0].queue,queueLength:timeavg,unit,pk,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,scalar,MuenchenNetwork.train[0].eth[0].queue,queueBitLength:last,,,0,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.train[0].eth[0].queue,queueBitLength:last,autoWarmupFilter,false,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.train[0].eth[0].queue,queueBitLength:last,interpolationmode,sample-hold,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.train[0].eth[0].queue,queueBitLength:last,recordingmode,last,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.train[0].eth[0].queue,queueBitLength:last,source,warmup(atomic(constant0(packetPushEnded) + sum(packetLength(packetPushStarted)) - sum(packetLength(packetPulled)) - sum(packetLength(packetRemoved)) - sum(packetLength(packetDropped)))),,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.train[0].eth[0].queue,queueBitLength:last,title,"queue bit length, last",,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.train[0].eth[0].queue,queueBitLength:last,unit,b,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,scalar,MuenchenNetwork.train[0].eth[0].queue,queueBitLength:max,,,0,,,,,,,,,,
