route_id,service_id,direction_id,trip_id
100,83,0,53620
100,83,0,5706
100,83,0,60843
100,83,0,64229
100,83,0,67635
100,83,0,68080
100,83,0,6920
100,83,0,70336
100,83,0,8526
100,83,0,9057
100,85,0,10644
100,85,0,11046
100,85,0,11298
100,85,0,11393
100,85,0,11517
100,85,0,12512
100,85,0,14994
100,85,0,20084
100,85,0,20593
100,85,0,22765
100,85,0,25
100,85,0,26489
100,85,0,26749
100,85,0,28057
100,85,0,28830
100,85,0,32523
100,85,0,34143
100,85,0,34987
100,85,0,36252
100,85,0,3847
100,85,0,39194
100,85,0,39940
100,85,0,40763
100,85,0,43077
100,85,0,44800
100,85,0,48561
100,85,0,49006
100,85,0,50762
100,85,0,5113
100,85,0,51269
100,85,0,51483
100,85,0,55561
100,85,0,55566
100,85,0,5836
100,85,0,59034
100,85,0,59553
100,85,0,60581
100,85,0,60648
100,85,0,61434
100,85,0,631
100,85,0,66039
100,85,0,68831
100,85,0,68873
100,85,0,70043
100,85,0,71061
100,87,0,14507
100,87,0,27310
100,87,0,28822
100,87,0,31355
100,87,0,31757
100,87,0,41446
100,87,0,58715
100,87,0,59840
100,88,0,13780
100,88,0,22979
100,88,0,24297
100,88,0,52818
100,88,0,5900
100,88,0,59584
100,88,0,61043
100,9,0,8196
100,90,0,10464
100,90,0,13895
100,90,0,15482
100,90,0,21859
100,90,0,2684
100,90,0,29690
100,90,0,34019
100,90,0,34199
100,90,0,34402
100,90,0,34645
100,90,0,35762
100,90,0,38422
100,90,0,41086
100,90,0,41302
100,90,0,42031
100,90,0,44643
100,90,0,4475
100,90,0,46776
100,90,0,48795
100,90,0,4936
100,90,0,52212
100,90,0,54219
100,90,0,5886
100,90,0,6333
100,90,0,6412
100,90,0,65027
100,90,0,65334
100,90,0,66373
100,90,0,6647
100,90,0,70875
100,90,0,7494
100,93,0,41074
100,93,0,4934
100,93,0,50535
100,96,0,19300
100,96,0,24327
100,96,0,24627
100,96,0,62616
100,97,0,12100
100,97,0,15111
100,97,0,35949
100,97,0,47554
100,98,0,7999
101,79,0,11708
101,79,0,11917
101,79,0,11998
101,79,0,13072
101,79,0,13073
101,79,0,13609
101,79,0,14162
101,79,0,14643
101,79,0,14728
101,79,0,15380
101,79,0,16064
101,79,0,16325
101,79,0,17649
101,79,0,18599
101,79,0,19153
101,79,0,19166
101,79,0,19372
101,79,0,19710
101,79,0,19748
101,79,0,20374
101,79,0,21048
101,79,0,21073
101,79,0,23006
101,79,0,23450
101,79,0,24730
101,79,0,26276
101,79,0,27055
101,79,0,27481
101,79,0,27690
101,79,0,28110
101,79,0,28163
101,79,0,28862
101,79,0,29089
101,79,0,30115
101,79,0,30131
101,79,0,30488
101,79,0,30852
101,79,0,32118
101,79,0,33014
101,79,0,34533
101,79,0,37856
101,79,0,37989
101,79,0,38251
101,79,0,40078
101,79,0,41671
101,79,0,42374
101,79,0,42935
101,79,0,43804
101,79,0,44489
101,79,0,45116
101,79,0,46629
101,79,0,47042
101,79,0,47136
101,79,0,47154
101,79,0,48146
101,79,0,48147
101,79,0,48828
101,79,0,4948
101,79,0,50380
101,79,0,509
101,79,0,50936
101,79,0,53208
101,79,0,53781
101,79,0,57516
101,79,0,59639
101,79,0,5977
101,79,0,60365
101,79,0,60621
101,79,0,61089
101,79,0,62210
101,79,0,63096
101,79,0,64168
101,79,0,64397
101,79,0,65016
101,79,0,65557
101,79,0,65924
101,79,0,66415
101,79,0,66456
101,79,0,67396
101,79,0,67953
101,79,0,69312
101,79,0,69365
101,79,0,69431
101,79,0,69861
101,79,0,70551
101,79,0,71203
101,79,0,71445
101,79,0,7180
101,79,0,8239
101,79,0,8493
101,79,0,8680
101,79,0,958
101,80,0,10074
101,80,0,10147
101,80,0,10241
101,80,0,10824
101,80,0,10907
101,80,0,11173
101,80,0,11257
101,80,0,11631
101,80,0,1186
101,80,0,12039
101,80,0,12354
101,80,0,14367
101,80,0,14413
101,80,0,14511
101,80,0,15205
101,80,0,15593
101,80,0,15832
101,80,0,15969
101,80,0,16401
101,80,0,16723
101,80,0,16863
101,80,0,17115
101,80,0,17280
101,80,0,17527
101,80,0,17789
101,80,0,18264
101,80,0,18568
101,80,0,19327
101,80,0,20206
101,80,0,20793
101,80,0,2136
101,80,0,21620
101,80,0,21843
101,80,0,22344
101,80,0,22414
101,80,0,22759
101,80,0,23536
101,80,0,24093
101,80,0,24258
101,80,0,25017
101,80,0,25157
101,80,0,2592
101,80,0,26061
101,80,0,27871
101,80,0,28572
101,80,0,28868
101,80,0,29410
101,80,0,2951
101,80,0,29869
101,80,0,30449
101,80,0,31012
101,80,0,31041
101,80,0,31186
101,80,0,32062
101,80,0,32180
101,80,0,32675
101,80,0,33030
101,80,0,33041
101,80,0,33151
101,80,0,3365
101,80,0,33743
101,80,0,34682
101,80,0,35173
101,80,0,35283
101,80,0,36143
101,80,0,36415
101,80,0,37123
101,80,0,37433
101,80,0,37717
101,80,0,38572
101,80,0,38575
101,80,0,3869
101,80,0,388
101,80,0,38958
101,80,0,39847
101,80,0,41329
101,80,0,41356
101,80,0,41788
101,80,0,41872
101,80,0,42443
101,80,0,42532
101,80,0,42992
101,80,0,43156
101,80,0,4347
101,80,0,43703
101,80,0,43788
101,80,0,43848
101,80,0,44060
101,80,0,44389
101,80,0,44502
101,80,0,44742
101,80,0,44769
101,80,0,45259
101,80,0,45289
101,80,0,45539
101,80,0,45568
101,80,0,45658
101,80,0,45951
101,80,0,4645
101,80,0,46524
101,80,0,47015
101,80,0,4763
101,80,0,47778
101,80,0,47815
101,80,0,47940
101,80,0,48235
101,80,0,48467
101,80,0,48585
101,80,0,48717
101,80,0,51029
101,80,0,51045
101,80,0,51388
101,80,0,51440
101,80,0,51958
101,80,0,52466
101,80,0,527
101,80,0,52780
101,80,0,53343
101,80,0,53410
101,80,0,54128
101,80,0,54608
101,80,0,54796
101,80,0,55595
101,80,0,55893
101,80,0,56608
101,80,0,57024
101,80,0,57076
101,80,0,57130
101,80,0,57906
101,80,0,58143
101,80,0,58226
101,80,0,58253
101,80,0,58649
101,80,0,58852
101,80,0,59186
101,80,0,59391
101,80,0,59744
101,80,0,60361
101,80,0,60552
101,80,0,60742
101,80,0,60777
101,80,0,61038
101,80,0,61633
101,80,0,61709
101,80,0,62220
101,80,0,62330
101,80,0,62425
101,80,0,63041
101,80,0,63133
101,80,0,63478
101,80,0,63821
101,80,0,63971
101,80,0,65173
101,80,0,65485
101,80,0,65682
101,80,0,66029
101,80,0,66146
101,80,0,66445
101,80,0,66600
101,80,0,66719
101,80,0,66723
101,80,0,67260
101,80,0,67748
101,80,0,6778
101,80,0,67943
101,80,0,68338
101,80,0,69311
101,80,0,69381
101,80,0,69592
101,80,0,6987
101,80,0,70269
101,80,0,70343
101,80,0,71259
101,80,0,71263
101,80,0,7521
101,80,0,7955
101,80,0,8057
101,80,0,8511
101,80,0,8883
101,80,0,9468
101,81,0,10709
101,81,0,10823
101,81,0,10906
101,81,0,12028
101,81,0,12210
101,81,0,12241
101,81,0,13855
101,81,0,13856
101,81,0,14889
101,81,0,15089
101,81,0,1517
101,81,0,15580
101,81,0,15716
101,81,0,15921
101,81,0,15935
101,81,0,16118
101,81,0,16775
101,81,0,17029
101,81,0,17090
101,81,0,17224
101,81,0,17568
101,81,0,17740
101,81,0,17829
101,81,0,18096
101,81,0,184
101,81,0,18475
101,81,0,18707
101,81,0,18721
101,81,0,18812
101,81,0,19017
101,81,0,19259
101,81,0,19660
101,81,0,20352
101,81,0,207
101,81,0,20799
101,81,0,21187
101,81,0,21205
101,81,0,21242
101,81,0,21323
101,81,0,21706
101,81,0,21883
101,81,0,22182
101,81,0,22834
101,81,0,23000
101,81,0,23169
101,81,0,2342
101,81,0,23444
101,81,0,23941
101,81,0,23961
101,81,0,24514
101,81,0,24557
101,81,0,24558
101,81,0,24745
101,81,0,25183
101,81,0,25235
101,81,0,2536
101,81,0,25370
101,81,0,25377
101,81,0,25798
101,81,0,26932
101,81,0,26940
101,81,0,27243
101,81,0,2732
101,81,0,27503
101,81,0,2784
101,81,0,2812
101,81,0,29038
101,81,0,29174
101,81,0,29499
101,81,0,29903
101,81,0,29931
101,81,0,302
101,81,0,30360
101,81,0,30660
101,81,0,30726
101,81,0,3076
101,81,0,31042
101,81,0,31071
101,81,0,31297
101,81,0,31672
101,81,0,32039
101,81,0,32428
101,81,0,32620
101,81,0,32685
101,81,0,32751
101,81,0,33269
101,81,0,3331
101,81,0,33618
101,81,0,34173
101,81,0,3443
101,81,0,35201
101,81,0,37356
101,81,0,37417
101,81,0,37427
101,81,0,37564
101,81,0,37747
101,81,0,38297
101,81,0,38309
101,81,0,38742
101,81,0,38747
101,81,0,3894
101,81,0,39393
101,81,0,39872
101,81,0,3993
101,81,0,39965
101,81,0,40174
101,81,0,40601
101,81,0,40966
101,81,0,40995
101,81,0,41347
101,81,0,42180
101,81,0,42369
101,81,0,42770
101,81,0,43428
101,81,0,43560
101,81,0,44030
101,81,0,44127
101,81,0,44138
101,81,0,44460
101,81,0,44515
101,81,0,44542
101,81,0,45280
101,81,0,45395
101,81,0,45821
101,81,0,46066
101,81,0,46324
101,81,0,46748
101,81,0,47012
101,81,0,47267
101,81,0,47637
101,81,0,47724
101,81,0,47857
101,81,0,47869
101,81,0,47964
101,81,0,48148
101,81,0,48388
101,81,0,48446
101,81,0,48566
101,81,0,49456
101,81,0,49711
101,81,0,49930
101,81,0,50074
101,81,0,50248
101,81,0,50300
101,81,0,50757
101,81,0,51101
101,81,0,51155
101,81,0,51231
101,81,0,51278
101,81,0,51918
101,81,0,522
101,81,0,52575
101,81,0,53177
101,81,0,53195
101,81,0,53995
101,81,0,53999
101,81,0,54186
101,81,0,54252
101,81,0,54293
101,81,0,5447
101,81,0,55233
101,81,0,55310
101,81,0,5597
101,81,0,56061
101,81,0,56155
101,81,0,56780
101,81,0,56993
101,81,0,57580
101,81,0,58018
101,81,0,58129
101,81,0,58746
101,81,0,58814
101,81,0,5915
101,81,0,59989
101,81,0,60042
101,81,0,60312
101,81,0,61096
101,81,0,61262
101,81,0,61608
101,81,0,62106
101,81,0,62318
101,81,0,6238
101,81,0,62717
101,81,0,63126
101,81,0,63180
101,81,0,63284
101,81,0,65141
101,81,0,65380
101,81,0,66742
101,81,0,66756
101,81,0,66815
101,81,0,67178
101,81,0,67719
101,81,0,67959
101,81,0,67964
101,81,0,68271
101,81,0,68465
101,81,0,6867
101,81,0,68986
101,81,0,69077
101,81,0,69436
101,81,0,69437
101,81,0,70033
101,81,0,70485
101,81,0,70856
101,81,0,7437
101,81,0,7577
101,81,0,8256
101,81,0,9679
101,81,0,9707
101,81,0,9918
101,81,0,9992
101,85,0,10843
101,85,0,11273
101,85,0,1196
101,85,0,12162
101,85,0,12367
101,85,0,1256
101,85,0,13192
101,85,0,13643
101,85,0,13806
101,85,0,1386
101,85,0,14038
101,85,0,1425
101,85,0,16517
101,85,0,17691
101,85,0,19035
101,85,0,20686
101,85,0,20731
101,85,0,23506
101,85,0,23948
101,85,0,25872
101,85,0,26303
101,85,0,2661
101,85,0,27204
101,85,0,28249
101,85,0,29111
101,85,0,29314
101,85,0,29318
101,85,0,31571
101,85,0,31884
101,85,0,32028
101,85,0,3209
101,85,0,32628
101,85,0,32741
101,85,0,33319
101,85,0,35732
101,85,0,36053
101,85,0,36216
101,85,0,38242
101,85,0,38335
101,85,0,39933
101,85,0,4011
101,85,0,4125
101,85,0,42193
101,85,0,42788
101,85,0,43903
101,85,0,45275
101,85,0,47814
101,85,0,51016
101,85,0,51670
101,85,0,52852
101,85,0,5324
101,85,0,53352
101,85,0,54485
101,85,0,55120
101,85,0,55517
101,85,0,56100
101,85,0,57968
101,85,0,58457
101,85,0,60329
101,85,0,63814
101,85,0,65221
101,85,0,65851
101,85,0,6595
101,85,0,66654
101,85,0,66924
101,85,0,66987
101,85,0,69792
101,85,0,7737
101,85,0,8232
101,85,0,8544
101,85,0,8628
101,85,0,9072
101,90,0,13018
101,90,0,1367
101,90,0,18413
101,90,0,22060
101,90,0,23045
101,90,0,34079
101,90,0,35046
101,90,0,36085
101,90,0,38011
101,90,0,46118
101,90,0,47423
101,90,0,48454
101,90,0,52122
101,90,0,54145
101,90,0,55079
101,90,0,59996
101,90,0,60306
101,90,0,61345
101,90,0,62573
101,90,0,62647
101,90,0,65204
101,90,0,65525
101,90,0,68933
101,90,0,6921
101,98,0,15798
101,98,0,18871
101,98,0,23669
101,98,0,28022
101,98,0,30758
101,98,0,43423
101,98,0,49203
101,98,0,65551
102,81,0,15555
102,81,0,17003
102,81,0,20706
102,81,0,21427
102,81,0,23324
102,81,0,24262
102,81,0,27006
102,81,0,27619
102,81,0,28820
102,81,0,3011
102,81,0,3113
102,81,0,312
102,81,0,34015
102,81,0,36233
102,81,0,3907
102,81,0,4152
102,81,0,51286
102,81,0,57339
102,81,0,57861
102,81,0,61961
102,81,0,66598
102,81,0,68635
102,81,0,71162
102,81,0,8650
102,82,0,11259
102,82,0,12912
102,82,0,14716
102,82,0,15928
102,82,0,15980
102,82,0,16213
102,82,0,17189
102,82,0,18499
102,82,0,1924
102,82,0,20154
102,82,0,22463
102,82,0,23318
102,82,0,2538
102,82,0,25630
102,82,0,26117
102,82,0,29143
102,82,0,30046
102,82,0,30256
102,82,0,30760
102,82,0,31086
102,82,0,32170
102,82,0,32439
102,82,0,36770
102,82,0,36889
102,82,0,36946
102,82,0,37786
102,82,0,37872
102,82,0,38472
102,82,0,41270
102,82,0,41873
102,82,0,43033
102,82,0,43669
102,82,0,44827
102,82,0,46503
102,82,0,46619
102,82,0,48449
102,82,0,4932
102,82,0,49956
102,82,0,51949
102,82,0,52786
102,82,0,53033
102,82,0,58737
102,82,0,59392
102,82,0,60245
102,82,0,61808
102,82,0,62314
102,82,0,63006
102,82,0,63568
102,82,0,64393
102,82,0,64905
102,82,0,66536
102,82,0,68027
102,82,0,68234
102,82,0,69012
102,82,0,70095
102,82,0,770
102,82,0,7939
102,82,0,8661
102,82,0,9482
102,83,0,35167
103,106,0,36320
103,80,0,15712
103,80,0,20520
103,80,0,28406
103,80,0,32731
103,80,0,33081
103,80,0,36184
103,80,0,46553
103,80,0,67663
103,80,0,68512
103,81,0,11289
103,81,0,11359
103,81,0,1243
103,81,0,12535
103,81,0,1276
103,81,0,17562
103,81,0,18241
103,81,0,18324
103,81,0,18626
103,81,0,20283
103,81,0,20532
103,81,0,20568
103,81,0,25032
103,81,0,25365
103,81,0,28439
103,81,0,31098
103,81,0,31102
103,81,0,3121
103,81,0,31396
103,81,0,33898
103,81,0,35471
103,81,0,35515
103,81,0,36096
103,81,0,36302
103,81,0,37375
103,81,0,37385
103,81,0,38496
103,81,0,38714
103,81,0,39106
103,81,0,40352
103,81,0,40916
103,81,0,41544
103,81,0,41878
103,81,0,43019
103,81,0,4312
103,81,0,43309
103,81,0,43795
103,81,0,4471
103,81,0,4512
103,81,0,46067
103,81,0,4651
103,81,0,47308
103,81,0,47313
103,81,0,47695
103,81,0,47708
103,81,0,47746
103,81,0,48668
103,81,0,48966
103,81,0,50033
103,81,0,50614
103,81,0,5093
103,81,0,52287
103,81,0,52301
103,81,0,52326
103,81,0,53300
103,81,0,53573
103,81,0,53858
103,81,0,53934
103,81,0,54030
103,81,0,5428
103,81,0,54441
103,81,0,5467
103,81,0,55383
103,81,0,57077
103,81,0,57287
103,81,0,57566
103,81,0,59788
103,81,0,59947
103,81,0,60050
103,81,0,60383
103,81,0,62016
103,81,0,62787
103,81,0,63181
103,81,0,63194
103,81,0,65650
103,81,0,6577
103,81,0,66129
103,81,0,67658
103,81,0,68498
103,81,0,68499
103,81,0,70985
103,81,0,7672
103,81,0,8427
103,81,0,9016
103,81,0,9121
103,81,0,9385
103,81,0,9509
103,81,0,9917
103,82,0,10933
103,82,0,11509
103,82,0,14288
103,82,0,14492
103,82,0,15768
103,82,0,19419
103,82,0,19676
103,82,0,2089
103,82,0,21717
103,82,0,22467
103,82,0,22878
103,82,0,23561
103,82,0,24397
103,82,0,25339
103,82,0,30539
103,82,0,31584
103,82,0,3299
103,82,0,34468
103,82,0,38302
103,82,0,39631
103,82,0,40117
103,82,0,40490
103,82,0,42741
103,82,0,43020
103,82,0,43225
103,82,0,45114
103,82,0,45357
103,82,0,45555
103,82,0,50224
103,82,0,50437
103,82,0,51362
103,82,0,51739
103,82,0,55507
103,82,0,59359
103,82,0,61320
103,82,0,61742
103,82,0,62849
103,82,0,63310
103,82,0,67069
103,82,0,67361
103,82,0,70376
103,82,0,70512
103,83,0,11488
103,83,0,12015
103,83,0,13393
103,83,0,14027
103,83,0,14196
103,83,0,16965
103,83,0,19671
103,83,0,20423
103,83,0,21971
103,83,0,25077
103,83,0,27220
103,83,0,27734
103,83,0,31055
103,83,0,34554
103,83,0,39551
103,83,0,41024
103,83,0,46760
103,83,0,4859
103,83,0,51441
103,83,0,55284
103,83,0,55836
103,83,0,7426
103,83,0,8555
103,88,0,70253
104,79,0,30198
104,79,0,3512
104,79,0,44196
104,79,0,46355
104,79,0,50169
104,79,0,51689
104,79,0,58190
104,79,0,63572
104,80,0,10156
104,80,0,29255
104,80,0,4282
104,80,0,42870
104,80,0,58035
104,80,0,68255
104,80,0,69731
104,81,0,11015
104,81,0,118
104,81,0,11907
104,81,0,12573
104,81,0,14337
104,81,0,15001
104,81,0,16420
104,81,0,17209
104,81,0,18688
104,81,0,19385
104,81,0,19775
104,81,0,22252
104,81,0,22284
104,81,0,22972
104,81,0,25599
104,81,0,26298
104,81,0,27921
104,81,0,30916
104,81,0,31203
104,81,0,35237
104,81,0,3535
104,81,0,3595
104,81,0,36506
104,81,0,3837
104,81,0,40069
104,81,0,40286
104,81,0,40365
104,81,0,41713
104,81,0,43104
104,81,0,43962
104,81,0,44461
104,81,0,4674
104,81,0,47218
104,81,0,48094
104,81,0,48195
104,81,0,48198
104,81,0,48302
104,81,0,50322
104,81,0,51144
104,81,0,51504
104,81,0,52341
104,81,0,53021
104,81,0,53854
104,81,0,55170
104,81,0,57642
104,81,0,58722
104,81,0,58876
104,81,0,59004
104,81,0,59172
104,81,0,64609
104,81,0,6723
104,81,0,68049
104,81,0,68749
104,81,0,70226
104,81,0,7348
104,81,0,7374
104,81,0,751
104,81,0,9230
104,81,0,9900
104,82,0,10592
104,82,0,13111
104,82,0,13439
104,82,0,13648
104,82,0,18627
104,82,0,26372
104,82,0,33215
104,82,0,36461
104,82,0,36933
104,82,0,39175
104,82,0,4
104,82,0,40967
104,82,0,50634
104,82,0,51680
104,82,0,56376
104,82,0,57774
104,82,0,60894
104,82,0,66484
104,82,0,68248
104,82,0,8556
104,83,0,10652
104,83,0,11329
104,83,0,12474
104,83,0,16795
104,83,0,17245
104,83,0,17281
104,83,0,17847
104,83,0,18974
104,83,0,19154
104,83,0,193
104,83,0,22133
104,83,0,25226
104,83,0,25307
104,83,0,26844
104,83,0,28076
104,83,0,30273
104,83,0,30482
104,83,0,3207
104,83,0,33193
104,83,0,40592
104,83,0,41009
104,83,0,41900
104,83,0,44158
104,83,0,47126
104,83,0,47469
104,83,0,48410
104,83,0,51002
104,83,0,52068
104,83,0,55006
104,83,0,55320
104,83,0,57345
104,83,0,5963
104,83,0,60389
104,83,0,61365
104,83,0,61507
104,83,0,62351
104,83,0,67283
104,83,0,68565
104,83,0,69053
104,83,0,69128
104,83,0,69605
104,83,0,69800
104,84,0,11880
104,84,0,42592
104,84,0,9530
104,93,0,51849
104,97,0,51207
104,98,0,55504
104,98,0,56613
105,100,0,2715
105,101,0,12372
105,102,0,34861
105,103,0,16718
105,103,0,17083
105,103,0,17440
105,103,0,20571
105,103,0,20791
105,103,0,21732
105,103,0,23154
105,103,0,25756
105,103,0,25832
105,103,0,2605
105,103,0,26920
105,103,0,27958
105,103,0,30352
105,103,0,35248
105,103,0,35462
105,103,0,37442
105,103,0,38704
105,103,0,39177
105,103,0,41953
105,103,0,43896
105,103,0,44314
105,103,0,45107
105,103,0,45413
105,103,0,45416
105,103,0,46184
105,103,0,49968
105,103,0,50369
105,103,0,51731
105,103,0,53795
105,103,0,5421
105,103,0,55034
105,103,0,55057
105,103,0,56891
105,103,0,6386
105,103,0,65052
105,103,0,66197
105,103,0,68564
105,103,0,69697
105,103,0,70089
105,103,0,70205
105,112,0,25124
105,118,0,13735
105,118,0,15373
105,118,0,30223
105,118,0,38668
105,118,0,45171
105,118,0,48917
105,118,0,49600
105,118,0,53900
105,118,0,54205
105,118,0,55132
105,118,0,58237
105,118,0,67701
105,118,0,71295
105,118,0,7169
105,118,0,8986
105,121,0,51626
105,121,0,811
105,122,0,61080
105,139,0,1205
105,139,0,15520
105,139,0,22675
105,139,0,33896
105,139,0,34348
105,139,0,43528
105,139,0,5213
105,139,0,69574
105,3,0,52924
105,79,0,40449
105,79,0,65418
105,79,0,69991
105,80,0,26068
105,80,0,26367
105,80,0,37316
105,80,0,44428
105,80,0,51161
105,80,0,57754
105,80,0,66526
105,80,0,66755
105,81,0,1053
105,81,0,11687
105,81,0,11884
105,81,0,14554
105,81,0,14896
105,81,0,18047
105,81,0,18063
105,81,0,18155
105,81,0,18422
105,81,0,18810
105,81,0,22351
105,81,0,2246
105,81,0,23203
105,81,0,26516
105,81,0,27569
105,81,0,28215
105,81,0,2859
105,81,0,2979
105,81,0,32611
105,81,0,331
105,81,0,35899
105,81,0,36074
105,81,0,3708
105,81,0,39319
105,81,0,40806
105,81,0,42065
105,81,0,4352
105,81,0,45792
105,81,0,46030
105,81,0,46392
105,81,0,52251
105,81,0,52927
105,81,0,53498
105,81,0,56824
105,81,0,57214
105,81,0,57808
105,81,0,58298
105,81,0,58332
105,81,0,5844
105,81,0,59680
105,81,0,59704
105,81,0,59721
105,81,0,60875
105,81,0,63990
105,81,0,6557
105,81,0,6680
105,81,0,67810
105,81,0,68025
105,81,0,68294
105,81,0,68849
105,81,0,70632
105,81,0,71223
105,81,0,7611
105,82,0,159
105,82,0,1597
105,82,0,20025
105,82,0,26209
105,82,0,28919
105,82,0,3779
105,82,0,47091
105,82,0,50584
105,83,0,35434
105,83,0,40432
105,83,0,41458
105,83,0,46266
105,83,0,56243
105,83,0,59836
105,83,0,64163
105,83,0,64881
105,84,0,11109
105,84,0,14823
105,84,0,20335
105,84,0,31589
105,84,0,32937
105,84,0,38566
105,84,0,41228
105,84,0,43778
105,84,0,46006
105,84,0,54510
105,85,0,10176
105,85,0,10326
105,85,0,11883
105,85,0,11971
105,85,0,12468
105,85,0,13323
105,85,0,13516
105,85,0,13529
105,85,0,13599
105,85,0,13758
105,85,0,13781
105,85,0,14133
105,85,0,14213
105,85,0,14423
105,85,0,14930
105,85,0,155
105,85,0,15891
105,85,0,15997
105,85,0,16763
105,85,0,16980
105,85,0,1703
105,85,0,17665
105,85,0,1795
105,85,0,1843
105,85,0,18462
105,85,0,19087
105,85,0,19443
105,85,0,20957
105,85,0,21056
105,85,0,21406
105,85,0,21581
105,85,0,22272
105,85,0,231
105,85,0,23231
105,85,0,23685
105,85,0,23754
105,85,0,23823
105,85,0,23914
105,85,0,24034
105,85,0,25132
105,85,0,25951
105,85,0,2608
105,85,0,26537
105,85,0,26618
105,85,0,26685
105,85,0,27556
105,85,0,27624
105,85,0,27678
105,85,0,2810
105,85,0,28472
105,85,0,28659
105,85,0,28664
105,85,0,29711
105,85,0,2983
105,85,0,29990
105,85,0,30399
105,85,0,30555
105,85,0,30680
105,85,0,30702
105,85,0,31420
105,85,0,315
105,85,0,31794
105,85,0,31937
105,85,0,32977
105,85,0,33230
105,85,0,33291
105,85,0,33605
105,85,0,3363
105,85,0,34820
105,85,0,34847
105,85,0,35236
105,85,0,3548
105,85,0,36673
105,85,0,36674
105,85,0,3670
105,85,0,36899
105,85,0,37109
105,85,0,37203
105,85,0,37554
105,85,0,38555
105,85,0,38943
105,85,0,39064
105,85,0,39426
105,85,0,39526
105,85,0,39883
105,85,0,39992
105,85,0,40104
105,85,0,40338
105,85,0,41634
105,85,0,41657
105,85,0,4172
105,85,0,4176
105,85,0,41848
105,85,0,41912
105,85,0,42109
105,85,0,4214
105,85,0,4261
105,85,0,42940
105,85,0,43529
105,85,0,43783
105,85,0,43978
105,85,0,44227
105,85,0,44440
105,85,0,4460
105,85,0,45080
105,85,0,45087
105,85,0,45102
105,85,0,45747
105,85,0,46
105,85,0,46270
105,85,0,46330
105,85,0,46375
105,85,0,46432
105,85,0,46784
105,85,0,47226
105,85,0,47459
105,85,0,47766
105,85,0,47845
105,85,0,47886
105,85,0,48034
105,85,0,48289
105,85,0,48452
105,85,0,48476
105,85,0,48881
105,85,0,49032
105,85,0,49149
105,85,0,4962
105,85,0,49780
105,85,0,49812
105,85,0,50319
105,85,0,50474
105,85,0,50877
105,85,0,51162
105,85,0,51314
105,85,0,51653
105,85,0,5190
105,85,0,51926
105,85,0,52332
105,85,0,52530
105,85,0,5288
105,85,0,53754
105,85,0,53787
105,85,0,53794
105,85,0,54138
105,85,0,54338
105,85,0,55051
105,85,0,5507
105,85,0,55677
105,85,0,55758
105,85,0,5626
105,85,0,57676
105,85,0,57743
105,85,0,57996
105,85,0,58744
