stop_name,stop_id,stop_lat,stop_lon
Bremen Turnerstraße,6843,53.19321,8.545289
Bremen-Aumund,12686,53.185226,8.617338
Bremen-Blumenthal,3725,53.183643,8.581215
Bremen-Burg,10856,53.160595,8.704857
Bremen-Burg,13217,53.16056,8.704497
Bremen-Burg,218,53.16058,8.70472
Bremen-Burg,3524,53.160572,8.704637
Bremen-Farge,1424,53.2052,8.516602
Bremen-Hemelingen,11309,53.05446,8.886877
Bremen-Hemelingen,12657,53.0545,8.886769
Bremen-Lesum,2378,53.170715,8.686152
Bremen-Lesum,3422,53.170666,8.686943
Bremen-Mahndorf,1472,53.03977,8.944629
Bremen-Mahndorf,9106,53.039726,8.944599
Bremen-Oberneuland,14901,53.087627,8.935862
Bremen-Oberneuland,7470,53.086723,8.939921
Bremen-Oslebshausen,10389,53.135273,8.741066
Bremen-Oslebshausen,11541,53.13534,8.741039
Bremen-Schönebeck,361,53.172726,8.650573
Bremen-Schönebeck,5074,53.172825,8.647693
Bremen-Sebaldsbrück,14588,53.061047,8.887896
Bremen-Sebaldsbrück,4614,53.06122,8.887718
Bremen-St Magnus,5612,53.171535,8.669684
Bremen-St Magnus,8668,53.17161,8.669587
Bremen-Vegesack,1052,53.169716,8.629968
Bremen-Vegesack,5140,53.169804,8.630024
Bremen-Walle,14567,53.103886,8.786112
Bremen-Walle,6891,53.10379,8.786241
Bremerhaven Hbf,10799,53.534767,8.599834
Bremerhaven Hbf,3803,53.534855,8.59953
Bremerhaven Hbf,5944,53.534813,8.599674
Bremerhaven Hbf,9837,53.53489,8.599382
Bremerhaven-Lehe,5249,53.56645,8.600694
Bremerhaven-Lehe,5720,53.5664,8.600854
Bremerhaven-Wulsdorf,233,53.508495,8.612329
Bremerhaven-Wulsdorf,4987,53.508533,8.612076
Bremervörde,11569,53.483246,9.139801
Bremervörde,9442,53.483173,9.139747
Brest-Aspe,8952,53.460587,9.382342
Breternitz,194,50.61631,11.405863
Breternitz,9666,50.61631,11.405863
Bretleben,11461,51.340744,11.240839
Bretleben,2550,51.340744,11.240839
Bretleben,7335,51.340744,11.240839
Bretten,11134,49.0369,8.693448
Bretten,11427,49.03673,8.693365
Bretten,13303,49.037014,8.6935
Bretten,3148,49.03706,8.693491
Bretten,4046,49.036842,8.693347
Bretten,4065,49.036938,8.693527
Bretten Kupferhälde,2226,49.036987,8.723679
Bretten Rechberg,10,49.03378,8.701351
Bretten Rechberg,12284,49.03252,8.701612
Bretten Schulzentrum,5219,49.031837,8.718196
Bretten Stadtmitte,10945,49.033993,8.702809
Bretten Wannenweg,3227,49.030464,8.709122
Bretten-Ruit,256,49.00889,8.722183
Bretten-Ruit,3755,49.009968,8.721878
Brettorf,7215,52.96714,8.44708
Bretzenheim(Nahe),12285,49.874218,7.898257
Bretzenheim(Nahe),5356,49.87424,7.898213
Bretzfeld,4788,49.17287,9.440458
Bretzfeld,5562,49.172817,9.440422
Breyell,2335,51.294502,6.241378
Breyell,2479,51.294468,6.241333
Brezina n.Jizerou,2451,50.545635,15.036109
Breziny u Decina,10542,50.761,14.243957
Brezno u Mlada Boleslavi,14969,50.413597,15.00553
Brieselang,7580,52.5828,13.000861
Brieselang,8316,52.582394,13.001618
Briesen(Mark),12097,52.34649,14.28143
Briesen(Mark),1457,52.346424,14.281397
Brigachtal Kirchdorf,4537,48.020603,8.469649
Brigachtal Kirchdorf,7097,48.020008,8.469415
Brigachtal Klengen,7449,48.00711,8.465687
Brigachtal Klengen,8704,48.007107,8.46575
Brilon Stadt,5193,51.399124,8.57539
Brilon Wald,14391,51.349518,8.576593
Brilon Wald,14753,51.34954,8.576432
Brilon Wald,3039,51.34956,8.576315
Brilon Wald,5626,51.349586,8.576144
Britz,1063,52.87274,13.820118
Britz,3527,52.87269,13.820199
Brniste,9188,50.71656,14.72875
Brockhöfe,6546,53.002136,10.258539
Broderstorf,9134,54.07892,12.263207
Broens st,6860,55.19469,8.740748
Brohl,6296,50.48143,7.332639
Brohl,7705,50.48143,7.332639
Brohl,861,50.48143,7.332639
Brokstedt,13884,53.990215,9.824142
Brokstedt,7334,53.990265,9.824056
Bruchenbrücken Bahnhof Nfriedberg,10370,50.302246,8.788502
Bruchenbrücken Bahnhof Vfriedberg,10412,50.302246,8.788502
Bruchhausen(b Ettlingen),6921,48.92393,8.373924
Bruchhausen(b Ettlingen),900,48.92395,8.373879
Bruchköbel,4906,50.18598,8.919904
Bruchköbel,8843,50.186394,8.919455
Bruchmühlbach-Miesau,13965,49.385414,7.444689
Bruchmühlbach-Miesau,3094,49.385445,7.444671
Bruchmühlen,3963,52.204357,8.449046
Bruchmühlen,997,52.20447,8.449148
Bruchsal,10147,49.124302,8.589385
Bruchsal,10714,49.124264,8.589538
Bruchsal,10750,49.124622,8.589649
Bruchsal,11267,49.124195,8.589817
Bruchsal,11908,49.124622,8.589649
Bruchsal,12351,49.124622,8.589649
Bruchsal,12364,49.124622,8.589649
Bruchsal,12477,49.125378,8.590706
Bruchsal,3934,49.123634,8.589655
Bruchsal,5587,49.124622,8.589649
Bruchsal,5823,49.124622,8.589649
Bruchsal,686,49.124977,8.590517
Bruchsal Am Mantel,13462,49.141315,8.562741
Bruchsal Am Mantel,2036,49.14103,8.5639
Bruchsal Bildungszentrum,14926,49.11054,8.574752
Bruchsal Bildungszentrum,1998,49.110554,8.574716
Bruchsal Schlachthof,1786,49.119053,8.609292
Bruchsal Schlachthof,6307,49.118793,8.610074
Bruchsal Schloßgarten,2310,49.13144,8.59406
Bruchsal Sportzentrum,7571,49.135387,8.590158
Bruchsal Sportzentrum,9832,49.135696,8.589134
Bruchsal Stegwiesen,13933,49.136436,8.598199
Bruchsal Tunnelstraße,2215,49.119804,8.594874
Bruchsal Tunnelstraße,9367,49.11923,8.594003
Bruck-Fusch,10683,47.284615,12.828808
Bruck-Fusch,2097,47.284615,12.828808
Bruckberg,1992,48.51598,11.997782
Bruckberg,6746,48.51598,11.997782
Brucken,9781,48.573997,9.453109
Bruckmühl,12663,47.88082,11.915531
Bruckmühl,5398,47.88082,11.915531
Brunau-Packebusch,2076,52.751274,11.484586
Brunau-Packebusch,4214,52.751274,11.484586
Brunnen(Oberbay),14379,48.629158,11.2981
Bruxelles Midi,4238,50.835377,4.335694
Bruxelles-Nord,12342,50.860237,4.361454
Bräunlingen Bahnhof,10375,47.931873,8.457104
Bräunlingen Industriegebiet,4123,47.928337,8.470812
Brötzingen Mitte,12957,48.889465,8.667027
Brötzingen Mitte,8254,48.889465,8.667027
Brötzingen Mitte,8824,48.889465,8.667027
Brötzingen Sandweg,10855,48.88588,8.662347
Brötzingen Wohnlichstraße,12518,48.882076,8.653987
Brück(Mark),4005,52.186836,12.758456
Brück(Mark),4813,52.18701,12.75893
Brügge(Prign),9572,53.256023,12.228819
Brühl,13374,50.828438,6.913084
Brühl,4111,50.8285,6.913291
Brühl,8175,50.828484,6.913228
Brühl-Kierberg,3341,50.838444,6.888524
Brühl-Kierberg,69,50.838387,6.888668
Bubach,10826,49.411022,6.94821
Bubenreuth,10679,49.629543,11.011994
Bubenreuth,6016,49.629543,11.011994
Buchbrunn-Mainstockheim,14861,49.763283,10.145179
Buchbrunn-Mainstockheim,961,49.763283,10.145179
Buchen Ost,10701,49.51908,9.331969
Buchen(Odenw),4351,49.52355,9.327612
Buchen(Odenw),9730,49.523594,9.327612
Buchenau,11730,48.16135,11.225447
Buchenau,1642,48.16159,11.225554
Buchenau(Lahn),7342,50.870037,8.60224
Buchenau(Lahn),989,50.870003,8.602369
Buchenau(Oberbay),3212,48.16028,11.224497
Buchenau(Oberbay),4086,48.1603,11.224791
Buchenhain,5083,48.031254,11.497442
Buchenhain,6295,48.032673,11.498067
Buchenhorst,6701,54.26821,12.712682
Buchholz(Baden),11928,48.08358,7.915166
Buchholz(Nordheide),1722,53.324257,9.875027
Buchholz(Nordheide),6955,53.324535,9.87544
Buchholz(Nordheide),8009,53.324738,9.875701
Buchholz(Zauche),4503,52.165688,12.920432
Buchloe,13340,48.033722,10.716217
Buchloe,14095,48.033722,10.716217
Buchloe,2800,48.033722,10.716217
Buchloe,4399,48.033722,10.716217
Buchloe,6762,48.033722,10.716217
Buchloe,6885,48.033722,10.716217
Buckow(Beeskow),8244,52.188164,14.169604
Budapest-Kelenföld,3387,47.464355,19.020456
Budapest-Keleti,10184,47.50038,19.085072
Buddenhagen,423,54.00156,13.68228
Budenheim,12242,50.02701,8.174373
Budenheim,5910,50.026978,8.1744
Bufleben,1046,50.99768,10.709057
Buggingen,10001,47.854923,7.628062
Buggingen,3286,47.854942,7.627981
Buir,2386,50.862503,6.574779
Buir,7728,50.86253,6.574743
Bukovno,11399,50.443344,14.833341
Buldern,1067,51.86345,7.372294
Buldern,2665,51.86285,7.369545
Buldern,7683,51.863052,7.370479
Bullay(DB),10189,50.05446,7.134584
Bullay(DB),4649,50.05446,7.134584
Bullay(DB),763,50.05446,7.134584
Bullay(DB),8563,50.05446,7.134584
Burbach Mitte,6103,49.24361,6.944932
Burbach Mitte,6315,49.24361,6.944932
Burbach(Kr Siegen),10465,50.74888,8.077912
Burbach(Kr Siegen),14720,50.748978,8.077786
Burg Stargard(Meckl),7781,53.49986,13.302953
Burg(Dillkr) Nord,10469,50.699886,8.307709
Burg(Dillkr) Nord,4249,50.699886,8.307709
Burg(Dithm),1640,54.007942,9.250211
Burg(Dithm),8708,54.008015,9.250002
Burg(Magdeburg),10062,52.274406,11.840356
Burg(Magdeburg),7268,52.274406,11.840356
Burg(Magdeburg),8122,52.274406,11.840356
Burg-u. Nieder Gemünden,1126,50.690773,9.04758
Burgau(Schwab),10266,48.424797,10.427012
Burgau(Schwab),13525,48.424797,10.427012
Burgbernheim,9851,49.454323,10.320221
Burgbernheim-Wildbad,13449,49.443295,10.312317
Burgbernheim-Wildbad,5153,49.443295,10.312317
Burghaun(Hünfeld),12017,50.702084,9.724913
Burghaun(Hünfeld),4328,50.702084,9.724913
Burghausen,10243,48.1742,12.828182
Burgheim,248,48.70105,11.026984
Burgheim,4409,48.70105,11.026984
Burgholzhausen v d H,14087,50.25776,8.67709
Burgkemnitz,1079,51.68882,12.407167
Burgkemnitz,12257,51.68882,12.407167
Burgkirchen,481,48.16691,12.727783
Burgkunstadt,11259,50.137657,11.242723
Burgkunstadt,7987,50.137657,11.242723
Burglauer,9951,50.27434,10.184441
Burgsinn,4831,50.15032,9.656067
Burgsinn,5942,50.15032,9.656067
Burgstall(Murr),14163,48.928528,9.369722
Burgstädt,8481,50.91573,12.81259
Burgstädt,9531,50.91575,12.812743
Burgthann,14105,49.342476,11.309307
Burgthann,8795,49.342476,11.309307
Burhafe(Ostfriesl),6102,53.606556,7.711074
Burkhardswalde-Maxen,13439,50.925034,13.838224
Burkhardtsdorf,3560,50.733353,12.932668
Burkhardtsdorf,5696,50.733063,12.931868
Burkhardtsdorf Mitte,4698,50.732933,12.916148
Burkheim-Bischoffingen,5151,48.104008,7.611766
Burkheim-Bischoffingen Bf,12771,48.10391,7.611309
Burladingen,7044,48.290054,9.113057
Burladingen West,6260,48.29227,9.099292
Buschmühle,14748,50.825928,13.689158
Buschow,13002,52.592083,12.629481
Buschow,509,52.592278,12.629501
Busenbach,12670,48.92931,8.450563
Butoves,4458,50.38811,15.424909
Buttenheim,2096,49.799397,11.01373
Buttenheim,9683,49.799397,11.01373
Buttstädt,154,51.126995,11.418412
Butzbach,293,50.42999,8.669856
Butzbach,5438,50.43176,8.669323
Buxtehude,10303,53.47049,9.688314
Buxtehude,12899,53.47057,9.687486
Buxtehude,4522,53.47043,9.687827
Buxtehude,4760,53.470604,9.68639
Buxtehude,5742,53.470604,9.687495
Bysice,9104,50.305717,14.60384
Bärenklau,13883,52.704163,13.143378
Bäumenheim,10904,48.680332,10.809972
Bäumenheim,9111,48.680332,10.809972
Böbingen(Rems),11139,48.822437,9.912577
Böbingen(Rems),1730,48.822536,9.912568
Böblingen,15001,48.68782,9.004708
Böblingen,455,48.687847,9.004641
Böblingen,4718,48.688,9.004382
Böblingen,4817,48.687912,9.004559
Böblingen,5593,48.68776,9.004128
Böblingen,7806,48.68794,9.004491
Böblingen Danziger Straße,14601,48.679253,8.996628
Böblingen Danziger Straße,8816,48.678764,8.997755
Böblingen Heusteigstraße,1839,48.67566,9.02574
Böblingen Südbahnhof,6062,48.67728,9.010288
Böblingen Zimmerschlag,10846,48.670578,9.035174
Böblingen Zimmerschlag,6129,48.670578,9.035119
Böckingen Sonnenbrunnen,12807,49.140656,9.191198
Böckingen West,13945,49.13932,9.166093
Bödigheim,4271,49.47585,9.317281
Bödigheim,8702,49.475853,9.317218
Böhl-Iggelheim,14297,49.379982,8.305293
Böhl-Iggelheim,2449,49.37994,8.305311
Böhlen Werke,6840,51.184704,12.384024
Böhlen Werke,8461,51.184704,12.384024
Böhlen(Leipzig),14910,51.203037,12.381991
Böhlen(Leipzig),4479,51.203037,12.381991
Böhlen(Leipzig),6982,51.203037,12.381991
Böhmhof,7324,49.0521,13.11088
Böhringen-Rickelshausen,11187,47.74885,8.926065
Böhringen-Rickelshausen,1255,47.74913,8.925185
Bölzke,161,53.107445,12.269355
Bönen,11534,51.597595,7.756943
Bönen,8270,51.597576,7.757006
Bönen-Nordbögge,13589,51.615765,7.742445
Bönen-Nordbögge,6005,51.61505,7.740441
Bönningstedt,1231,53.663395,9.910243
Börnecke(Harz),11366,51.81968,10.995759
Börßum,2430,52.060852,10.569066
Börßum,9341,52.061123,10.569398
Bösdorf(Sachs-Anh),4559,52.4221,11.064149
Bösperde,4266,51.458866,7.774047
Bösperde,9758,51.458878,7.77411
Bötzingen,14828,48.070175,7.721616
Bötzingen Mühle,8700,48.075554,7.727931
Büchen,10716,53.47484,10.62398
Büchen,12239,53.47497,10.623298
Büchen,1234,53.47497,10.623298
Büchen,14978,53.47497,10.623298
Büchen,9117,53.47497,10.623298
Büchen,9892,53.47497,10.623298
Büchenbach,3891,49.267765,11.074192
Büchenbach,8138,49.267765,11.074192
Büches-Düdelsheim,11498,50.29736,9.066773
Büchig,13194,49.048317,8.461052
Büchig,8869,49.047558,8.46107
"Büchig, Stutensee",2339,49.047962,8.461102
"Büchig, Stutensee",4082,49.04795,8.461038
Bückeburg,1767,52.26772,9.047364
Bückeburg,4415,52.26767,9.047409
Büdingen(Oberhess),2059,50.288883,9.101939
Büdingen(Oberhess),3479,50.28881,9.101953
Büdingen(Westerw),10511,50.62475,7.895901
Bühl(Baden),11547,48.69645,8.129304
Bühl(Baden),2632,48.69646,8.129259
Bülzig,6552,51.894894,12.752715
Bülzig,7078,51.894894,12.752715
Bünde(Westf),11182,52.2023,8.574491
Bünde(Westf),3217,52.202076,8.573876
Bünde(Westf),4400,52.20239,8.574419
Bünde(Westf),6417,52.202274,8.574509
Bürgeln,14868,50.85322,8.817894
Bürgeln,5388,50.85322,8.817894
Bürstadt,11494,49.64509,8.45925
Bürstadt,14898,49.64509,8.45925
Bürstadt,2668,49.645676,8.459363
Bürstadt,7143,49.64584,8.457369
Büsenbachtal,8462,53.269672,9.858642
Büsum,1383,54.133823,8.867113
Büttgen,6105,51.197197,6.606327
Büttgen,6565,51.197224,6.606327
Bützow,11101,53.83715,11.998132
Bützow,1223,53.83704,11.997872
Bützow,176,53.83709,11.998258
Cadenberge,10593,53.768093,9.058161
Cadenberge,13137,53.767975,9.05822
Cadolzburg,11015,49.460648,10.863611
Cainsdorf,2623,50.68659,12.496374
Cainsdorf,963,50.686584,12.496527
Calau(Nl),10304,51.738083,13.97941
Calau(Nl),14271,51.738014,13.979786
Calau(Nl),4767,51.738064,13.979728
Calau(Nl),7865,51.738102,13.979674
Calbe(Saale) Ost,10071,51.920692,11.810527
Calbe(Saale) Ost,12962,51.920692,11.810527
Calbe(Saale) Ost,13554,51.920692,11.810527
Calbe(Saale) Ost,8103,51.920692,11.810527
Calbe(Saale) Stadt,13773,51.91388,11.776342
Calbe(Saale) West,7063,51.905693,11.758783
Calberlah,14334,52.427494,10.624824
Calberlah,14653,52.42757,10.624644
Calden-Fürstenwald Gl.1 Ri.Wolfhagen,14219,51.380436,9.360285
Caldern,5014,50.852943,8.670038
Calmbach Bahnhof,4447,48.77648,8.571132
Calmbach Süd,542,48.773396,8.566424
Calw,2253,48.71416,8.74147
Camburg(Saale),1049,51.050858,11.70468
Camburg(Saale),17,51.050858,11.70468
Cammin(Meckl),1794,53.4388,13.299522
Capelle(Westf),6781,51.7355,7.611282
Capelle(Westf),7727,51.73548,7.611021
Caputh Schwielowsee,9607,52.340996,12.980453
Caputh-Geltow,13325,52.35044,12.984601
Casekow,11846,53.213596,14.208461
Castrop-Rauxel Hbf,13906,51.57307,7.305387
Castrop-Rauxel Hbf,647,51.57305,7.305235
Castrop-Rauxel Süd,1625,51.55038,7.309277
Castrop-Rauxel Süd,2842,51.55023,7.310885
Castrop-Rauxel-Merklinde,4,51.527576,7.324674
Castrop-Rauxel-Merklinde,4680,51.528347,7.323848
Celle,2291,52.620457,10.062468
Celle,4719,52.620457,10.062468
Celle,6494,52.620457,10.062468
Celle,6511,52.620457,10.062468
Celle,980,52.620457,10.062468
Cents-Hamm,12435,49.61462,6.164679
Cerekvice nad Bystrici,3940,50.325626,15.716646
Cernousy,10119,51.008022,15.037492
Ceska Kamenice,6421,50.795822,14.413873
Ceska Kubice,2307,49.374557,12.865142
"Ceska Lipa, Strelnice",12238,50.69184,14.533151
"Ceska Lipa, hl.n.",12243,50.676697,14.532765
"Ceska Lipa, hl.n.",3011,50.676735,14.53281
"Ceska Lipa, hl.n.",498,50.676483,14.532693
Ceska Lipa-Holy vrch,3700,50.682377,14.52265
Chalon sur Saône,12567,46.78174,4.843393
Cham(Oberpf),13261,49.22187,12.656832
Cham(Oberpf),3768,49.22187,12.656832
Cham(Oberpf),5277,49.22187,12.656832
Cham(Oberpf),7452,49.22187,12.656832
Chamerau,12560,49.196716,12.745258
Cheb,3029,50.07349,12.380697
Cheb(Gr),7654,50.086975,12.253503
Cheb-Skalka,12498,50.07398,12.348341
Chemnitz Alt Chemnitz Center,3800,50.796375,12.917936
Chemnitz Annenstraße,13894,50.829174,12.924204
Chemnitz Bernsbachplatz,10580,50.825005,12.9269
Chemnitz Erdmannsdorfer Straße,2907,50.81121,12.911969
Chemnitz Erfenschlag,2728,50.7876,12.950184
Chemnitz Friedrichstraße,12309,50.772854,12.919367
Chemnitz Gustav-Freytag-Straße,13470,50.825596,12.920266
Chemnitz Hbf,10982,50.84004,12.930799
Chemnitz Hbf,12588,50.840076,12.92982
Chemnitz Hbf,12597,50.83933,12.931177
Chemnitz Hbf,13717,50.83933,12.930952
Chemnitz Hbf,14160,50.840084,12.929775
Chemnitz Hbf,14548,50.839336,12.931096
Chemnitz Hbf,338,50.84007,12.929919
Chemnitz Hbf,5973,50.84013,12.930215
Chemnitz Hbf,6009,50.840153,12.930099
Chemnitz Hbf,6168,50.84002,12.930907
Chemnitz Hbf,6413,50.840107,12.930395
Chemnitz Hbf,7216,50.839348,12.930853
Chemnitz Hbf,7367,50.840088,12.930539
Chemnitz Hbf (Bahnhofstraße),14058,50.838223,12.929189
Chemnitz Kinderwaldstätte,11184,50.884396,12.953778
Chemnitz Kinderwaldstätte,5009,50.883987,12.953401
Chemnitz Küchwald,7855,50.85505,12.912197
Chemnitz Mitte,10630,50.82653,12.914693
Chemnitz Moritzhof,10521,50.82976,12.919931
Chemnitz Omnibusbahnhof,8101,50.840828,12.926391
Chemnitz Riemenschneiderstraße,3645,50.785385,12.925472
Chemnitz Rosenbergstraße,389,50.817898,12.929305
Chemnitz Roter Turm,11362,50.83451,12.923074
Chemnitz Rösslerstraße,12420,50.8169,12.91413
Chemnitz Scheffelstraße,11997,50.80228,12.911337
Chemnitz Schneeberger Straße,9709,50.794228,12.922046
Chemnitz Schule Altchemnitz,3565,50.798923,12.913104
Chemnitz Stadlerplatz,9093,50.821175,12.927087
Chemnitz Süd,4114,50.823887,12.926739
Chemnitz TU Campus,6499,50.8137,12.930901
Chemnitz Technopark,4354,50.811497,12.924603
Chemnitz Theaterplatz,4797,50.83731,12.925727
Chemnitz Treffurthstraße,12546,50.819496,12.915314
Chemnitz Uhlestraße,2993,50.806072,12.911852
Chemnitz Zentralhaltestelle,14154,50.831627,12.922264
Chemnitz-Altchemnitz,4737,50.790913,12.925898
Chemnitz-Borna Hp,3521,50.859802,12.894489
Chemnitz-Borna Hp,8072,50.85986,12.894543
Chemnitz-Erfenschlag Ost,11328,50.78405,12.963956
Chemnitz-Harthau,4888,50.776905,12.92416
Chemnitz-Hilbersdorf,12702,50.86178,12.952916
Chemnitz-Hilbersdorf,2870,50.86192,12.953518
Chemnitz-Reichenhain,12887,50.794926,12.936055
Chemnitz-Reichenhain,2161,50.795338,12.934815
Chemnitz-Schönau,4389,50.81821,12.876622
Chemnitz-Schönau,7445,50.81815,12.876667
Chemnitz-Siegmar,1508,50.815628,12.84316
Chemnitz-Siegmar,5806,50.815556,12.842333
Chlumec nad Cidlinou,11920,50.163364,15.457634
Chorin,12366,52.903515,13.869672
Chorin,13558,52.903557,13.869606
Chotetov,7748,50.339687,14.810389
Chotevice,14327,50.51896,15.759846
Chotyne,7985,50.8376,14.87153
Chrastava,14300,50.81317,14.952283
Chrastava-Andelska Hora,262,50.79678,14.957803
Chribska,12998,50.867878,14.523557
Ciemnice,4958,52.039497,15.233867
Clarholz,9621,51.898453,8.200835
Clausnitz,3209,50.755955,13.498499
Cloppenburg,10141,52.843803,8.055206
Cloppenburg,7128,52.844833,8.058208
Coburg,13590,50.262928,10.957328
Coburg,14101,50.262928,10.957328
Coburg,3819,50.262928,10.957328
Coburg,8156,50.262928,10.957328
Coburg,9157,50.262928,10.957328
Coburg Nord,1858,50.271492,10.96487
Coburg-Beiersdorf,3726,50.286503,10.930699
Coburg-Neuses,303,50.278,10.951277
Cochem(Mosel),11220,50.15309,7.166738
Cochem(Mosel),12310,50.15309,7.166738
Cochem(Mosel),12510,50.15309,7.166738
Cochem(Mosel),8872,50.15309,7.166738
Coesfeld Schulzentrum,13352,51.951607,7.1664
Coesfeld(Westf),11714,51.93998,7.163409
Coesfeld(Westf),1539,51.94003,7.163624
Coesfeld(Westf),1761,51.93996,7.163346
Coesfeld(Westf),6851,51.94004,7.163687
Collenberg,1946,49.771122,9.329719
Contwig,8734,49.245228,7.428061
Coppenbrügge,2830,52.119522,9.537588
Coschen,10453,52.0205,14.718796
Coschen,11125,52.020454,14.718875
Cossebaude,10238,51.085045,13.632312
Cossebaude,11234,51.084972,13.632267
Coswig(Anh),14989,51.888,12.457625
Coswig(Anh),6384,51.888,12.457625
Coswig(Anh),6582,51.888,12.457625
Coswig(b Dresden),12046,51.122456,13.580084
Coswig(b Dresden),4452,51.12238,13.58003
Coswig(b Dresden),6913,51.12322,13.579087
Coswig(b Dresden),7840,51.122646,13.580281
Coswig(b Dresden),8247,51.122562,13.5802
Coswig(b Dresden),9695,51.12281,13.579414
Cottbus Hbf,10325,51.751034,14.322789
Cottbus Hbf,11089,51.75054,14.323346
Cottbus Hbf,11609,51.75096,14.322809
Cottbus Hbf,14417,51.750774,14.322839
Cottbus Hbf,3928,51.75089,14.322822
Cottbus Hbf,4691,51.751472,14.324349
Cottbus Hbf,62,51.75071,14.32285
Cottbus Hbf,7378,51.751488,14.323561
Cottbus Hbf,8338,51.751553,14.323517
Cottbus Hbf,996,51.75163,14.323504
Cottbus-Merzdorf,11957,51.76829,14.366384
Cottbus-Merzdorf,5946,51.769592,14.366853
Cottbus-Sandow,10504,51.75519,14.353337
Cottbus-Sandow,13808,51.75536,14.353571
Cottbus-Sandow,7832,51.754925,14.35347
Cottbus-Willmersdorf Nord,13637,51.806736,14.376902
Cottbus-Willmersdorf Nord,5291,51.806736,14.376902
Crailsheim,2533,49.137604,10.064653
Crailsheim,28,49.137604,10.064814
Crailsheim,2821,49.13768,10.06459
Crailsheim,8876,49.137844,10.064042
Cranzahl,4754,50.51114,12.992801
Cranzahl,4871,50.51119,12.992873
Cranzahl,8877,50.51127,12.992846
Creidlitz,10625,50.227173,10.982246
Creußen(Oberfr),12009,49.84947,11.628443
Creußen(Oberfr),7565,49.84947,11.628443
Crimmitschau,717,50.81531,12.392951
Crimmitschau,7315,50.81531,12.393059
Crimmitschau,9226,50.815067,12.392986
Crivitz,126,53.572468,11.645319
Crivitz,8367,53.572533,11.645346
Crossen Ort,12200,50.974716,11.9819
Crossen a d Elster,10255,50.96573,11.984064
Crossen a d Elster,2280,50.96573,11.984064
Cursdorf,8083,50.571873,11.132022
Cuxhaven,11177,53.860565,8.703794
Cuxhaven,14698,53.86075,8.703967
Cuxhaven,8881,53.860683,8.703897
Cuxhaven/Spieka Flugplatz,11168,53.76731,8.637005
Czerwiensk,14406,52.015087,15.412466
Cölbe,13253,50.84865,8.787795
Cölbe,215,50.84864,8.788178
Cölbe,9567,50.848904,8.788206
Cölbe,9638,50.84868,8.788065
DD Sankt-Pauli-Friedhof,10769,51.08772,13.736364
DD Sankt-Pauli-Friedhof,12451,51.08773,13.737765
DD Sankt-Pauli-Friedhof,14922,51.08706,13.737406
DD Wilschdorf Industriegebiet,12198,51.127487,13.72217
DD Wilschdorf Industriegebiet,6271,51.127476,13.722197
Daaden,14150,50.74047,7.963642
Dabendorf,5868,52.236935,13.437361
Dabendorf,59,52.236954,13.437525
Dachau Bahnhof,12642,48.25437,11.443225
Dachau Bahnhof,2507,48.25457,11.443072
Dachau Bahnhof,2788,48.254395,11.443441
Dachau Bahnhof,7278,48.254574,11.443288
Dachau Bahnhof,8623,48.25465,11.44426
Dachau Bf.,7187,48.2554,11.443037
Dachau Stadt,10915,48.26655,11.439856
Dachau Stadt,11008,48.266663,11.439761
Dachrieden,11751,51.26952,10.442323
Dachrieden,14440,51.26952,10.442323
Dachwig,1990,51.072437,10.849686
Dagebüll Kirche,14903,54.73028,8.729485
Dagebüll Mole,6459,54.729908,8.690989
Dahlbruch,1633,50.970505,8.053531
Dahlbruch,772,50.970425,8.053603
Dahlen(Sachs),7534,51.35097,12.984253
Dahlen(Sachs),7707,51.35097,12.984253
Dahlenburg,12054,53.16928,10.709104
Dahlewitz,10109,52.326275,13.419925
Dahlewitz,14228,52.32629,13.419799
Dalheim,14158,51.149143,6.178597
Dallau,10984,49.387978,9.187403
Dallau,11391,49.38796,9.187448
Dallgow-Döberitz,13936,52.54364,13.058842
Dallgow-Döberitz,3881,52.543568,13.058833
"Dammerstock, Karlsruhe",13977,48.9842,8.403732
"Dammerstock, Karlsruhe",13986,48.98421,8.403578
Dannenberg Ost,4845,53.10493,11.117713
Dannenwalde(Gransee),10435,53.080845,13.18072
Dannenwalde(Gransee),5352,53.08077,13.180868
Darching,10694,47.870796,11.777253
Darlingerode,11525,51.84908,10.733037
Darmstadt Hbf,10239,49.873035,8.629159
Darmstadt Hbf,108,49.873035,8.629159
Darmstadt Hbf,13008,49.873035,8.629159
Darmstadt Hbf,13316,49.873035,8.629159
Darmstadt Hbf,13452,49.873035,8.629159
Darmstadt Hbf,2001,49.873035,8.629159
Darmstadt Hbf,6248,49.873035,8.629159
Darmstadt Hbf,6524,49.873035,8.629159
Darmstadt Hbf,7805,49.873035,8.629159
Darmstadt Hbf,9169,49.873035,8.629159
Darmstadt Hbf,9306,49.873035,8.629159
Darmstadt Nord,2388,49.89233,8.654911
Darmstadt Nord,6147,49.892185,8.655009
Darmstadt Nord,9461,49.89223,8.65494
Darmstadt Ost,2114,49.8746,8.673985
Darmstadt Ost,3503,49.874737,8.673859
Darmstadt Süd,1051,49.85488,8.636849
Darmstadt Süd,4590,49.854855,8.636682
Darmstadt TU-Lichtwiese,1891,49.860874,8.687651
Darmstadt-Arheilgen,10175,49.913868,8.645457
Darmstadt-Eberstadt,10801,49.81454,8.625924
